# partition_overlap_shell_SrTiO3.csv - scripts/scan_partition_sensitivity.py
# Per-mode Route S vs Route H comparison over the 150-200 cm-1 shell at 300 K.
# gamma_S = -D/(2*omega0^2); gamma_H = -D/(2*omega_r^2), omega_r from the
# 300 K bare->renormalized eigenvalue map; rel_diff = (gamma_H-gamma_S)/|gamma_S|.
q_index,branch,omega0_cm1,omega_r_cm1,D_cm2,gamma_S,gamma_H,rel_diff
357,5,181.6083,212.3566,176615.3697,-2.677487,-1.958245,0.268626
357,6,192.2522,224.1652,19380.3900,-0.262174,-0.192840,0.264460
358,4,167.5839,196.2287,237765.6365,-4.233062,-3.087409,0.270644
358,5,181.6083,212.3566,176615.3697,-2.677487,-1.958245,0.268626
358,6,192.2522,224.1652,19380.3900,-0.262174,-0.192840,0.264460
359,4,170.5950,202.1966,161016.7791,-2.766359,-1.969217,0.288156
359,5,172.8668,195.9237,124028.7015,-2.075242,-1.615543,0.221516
359,6,189.2145,215.7782,140055.5008,-1.955967,-1.504024,0.231058
360,4,159.7666,195.8256,-9616.8364,0.188378,0.125390,-0.334369
360,5,173.5131,196.5100,187743.9262,-3.117964,-2.430896,0.220358
360,6,175.9483,209.8659,72856.0353,-1.176699,-0.827088,0.297112
361,6,175.3578,207.2995,-100432.2723,1.633027,1.168549,-0.284427
362,6,173.5524,196.8089,-230768.2504,3.830761,2.978905,-0.222372
362,7,173.8422,198.6430,67316.2530,-1.113729,-0.852989,0.234115
364,5,154.1963,181.2508,-96913.5509,2.038012,1.475009,-0.276251
364,6,154.2438,181.2716,98743.4529,-2.075214,-1.502516,0.275971
364,7,182.3716,213.2785,914.7356,-0.013752,-0.010055,0.268827
365,5,162.7111,188.0420,-587.8327,0.011102,0.008312,-0.251271
365,6,188.4963,214.8256,2272.0741,-0.031973,-0.024616,0.230102
372,5,162.7111,188.0420,-587.8327,0.011102,0.008312,-0.251271
372,6,188.4963,214.8256,2272.0741,-0.031973,-0.024616,0.230102
373,5,154.1963,181.2508,-96913.5509,2.038012,1.475009,-0.276251
373,6,154.2438,181.2716,98743.4529,-2.075214,-1.502516,0.275971
373,7,182.3716,213.2785,914.7356,-0.013752,-0.010055,0.268827
374,5,154.1963,181.2508,24249.1893,-0.509940,-0.369069,0.276251
374,6,154.2438,181.2716,260206.6862,-5.468561,-3.959398,0.275971
374,7,182.3716,213.2785,285075.0657,-4.285632,-3.133540,0.268827
375,5,168.3959,194.8630,68564.4258,-1.208942,-0.902838,0.253200
375,6,172.2358,197.4312,219860.5158,-3.705703,-2.820238,0.238946
375,7,187.9721,213.3861,23787.5282,-0.336614,-0.261208,0.224013
376,4,159.7666,195.8256,-102262.7459,2.003159,1.333364,-0.334369
376,5,173.5131,196.5100,-32979.4583,0.547708,0.427016,-0.220358
376,6,175.9483,209.8659,262133.8488,-4.233729,-2.975839,0.297112
377,5,170.8561,201.3811,-214057.4151,3.666397,2.639142,-0.280181
377,6,194.1189,222.7237,49479.9188,-0.656543,-0.498731,0.240369
378,5,167.1975,196.8728,-326814.1086,5.845357,4.215990,-0.278746
379,5,164.4916,190.9817,-365532.5307,6.754736,5.010865,-0.258170
380,5,164.4916,190.9817,-365532.5307,6.754736,5.010865,-0.258170
381,5,167.1975,196.8728,-326814.1086,5.845357,4.215990,-0.278746
382,5,170.8561,201.3811,-214057.4151,3.666397,2.639142,-0.280181
382,6,194.1189,222.7237,49479.9188,-0.656543,-0.498731,0.240369
383,4,159.7666,195.8256,-102262.7459,2.003159,1.333364,-0.334369
383,5,173.5131,196.5100,-32979.4583,0.547708,0.427016,-0.220358
383,6,175.9483,209.8659,262133.8488,-4.233729,-2.975839,0.297112
384,5,168.3959,194.8630,68564.4258,-1.208942,-0.902838,0.253200
384,6,172.2358,197.4312,219860.5158,-3.705703,-2.820238,0.238946
384,7,187.9721,213.3861,23787.5282,-0.336614,-0.261208,0.224013
385,5,162.7111,188.0420,94728.4019,-1.789023,-1.339494,0.251271
385,6,188.4963,214.8256,48129.0411,-0.677286,-0.521441,0.230102
386,4,159.7666,195.8256,91938.4658,-1.800923,-1.198750,0.334369
386,5,173.5131,196.5100,-66010.9854,1.096280,0.854706,-0.220358
386,6,175.9483,209.8659,-59361.8592,0.958755,0.673897,-0.297112
387,4,156.6586,184.5513,-35122.4148,0.715560,0.515609,-0.279433
387,5,164.7373,192.3883,33034.0493,-0.608622,-0.446246,0.266793
387,6,187.5753,211.3421,-91481.6325,1.300027,1.024075,-0.212266
388,5,163.8569,191.2207,36868.6658,-0.686591,-0.504148,0.265724
388,6,178.3548,207.3323,-128166.7449,2.014538,1.490772,-0.259993
389,5,169.6882,198.4616,-77661.8804,1.348573,0.985882,-0.268944
389,6,181.3602,212.0570,-60745.3816,0.923420,0.675426,-0.268560
390,5,170.5155,202.4439,-102243.1781,1.758233,1.247369,-0.290555
390,6,188.9709,215.4552,-46387.8902,0.649509,0.499644,-0.230735
391,5,170.5155,202.4439,-102243.1781,1.758233,1.247369,-0.290555
391,6,188.9709,215.4552,-46387.8902,0.649509,0.499644,-0.230735
392,5,169.6882,198.4616,-77661.8804,1.348573,0.985882,-0.268944
392,6,181.3602,212.0570,-60745.3816,0.923420,0.675426,-0.268560
393,5,163.8569,191.2207,36868.6658,-0.686591,-0.504148,0.265724
393,6,178.3548,207.3323,-128166.7449,2.014538,1.490772,-0.259993
394,4,156.6586,184.5513,-35122.4148,0.715560,0.515609,-0.279433
394,5,164.7373,192.3883,33034.0493,-0.608622,-0.446246,0.266793
394,6,187.5753,211.3421,-91481.6325,1.300027,1.024075,-0.212266
395,4,159.7666,195.8256,91938.4658,-1.800923,-1.198750,0.334369
395,5,173.5131,196.5100,-66010.9854,1.096280,0.854706,-0.220358
395,6,175.9483,209.8659,-59361.8592,0.958755,0.673897,-0.297112
397,5,170.8561,201.3811,10828.8563,-0.185478,-0.133510,0.280181
397,6,194.1189,222.7237,-77476.3520,1.028025,0.780920,-0.240369
398,5,163.8569,191.2207,-116877.4483,2.176564,1.598199,-0.265724
398,6,178.3548,207.3323,84841.2118,-1.333543,-0.986831,0.259993
399,6,151.2340,193.6227,-1496.8088,0.032722,0.019963,-0.389921
404,6,151.2340,193.6227,-1496.8088,0.032722,0.019963,-0.389921
405,5,163.8569,191.2207,-116877.4483,2.176564,1.598199,-0.265724
405,6,178.3548,207.3323,84841.2118,-1.333543,-0.986831,0.259993
406,5,170.8561,201.3811,10828.8563,-0.185478,-0.133510,0.280181
406,6,194.1189,222.7237,-77476.3520,1.028025,0.780920,-0.240369
408,5,167.1975,196.8728,55718.5843,-0.996576,-0.718785,0.278746
409,5,169.6882,198.4616,-67050.9384,1.164317,0.851181,-0.268944
409,6,181.3602,212.0570,72564.6785,-1.103091,-0.806845,0.268560
416,5,169.6882,198.4616,-67050.9384,1.164317,0.851181,-0.268944
416,6,181.3602,212.0570,72564.6785,-1.103091,-0.806845,0.268560
417,5,167.1975,196.8728,55718.5843,-0.996576,-0.718785,0.278746
419,5,164.4916,190.9817,31406.6884,-0.580369,-0.430535,0.258170
420,5,170.5155,202.4439,-11376.5388,0.195638,0.138794,-0.290555
420,6,188.9709,215.4552,14827.4988,-0.207610,-0.159707,0.230735
427,5,170.5155,202.4439,-11376.5388,0.195638,0.138794,-0.290555
427,6,188.9709,215.4552,14827.4988,-0.207610,-0.159707,0.230735
428,5,164.4916,190.9817,31406.6884,-0.580369,-0.430535,0.258170
430,5,164.4916,190.9817,-33505.9037,0.619161,0.459312,-0.258170
431,5,170.5155,202.4439,17252.9521,-0.296692,-0.210486,0.290555
431,6,188.9709,215.4552,-11921.6923,0.166924,0.128409,-0.230735
438,5,170.5155,202.4439,17252.9521,-0.296692,-0.210486,0.290555
438,6,188.9709,215.4552,-11921.6923,0.166924,0.128409,-0.230735
439,5,164.4916,190.9817,-33505.9037,0.619161,0.459312,-0.258170
441,5,167.1975,196.8728,-57242.8811,1.023839,0.738449,-0.278746
442,5,169.6882,198.4616,73959.2823,-1.284278,-0.938880,0.268944
442,6,181.3602,212.0570,-69538.1411,1.057083,0.773193,-0.268560
449,5,169.6882,198.4616,73959.2823,-1.284278,-0.938880,0.268944
449,6,181.3602,212.0570,-69538.1411,1.057083,0.773193,-0.268560
450,5,167.1975,196.8728,-57242.8811,1.023839,0.738449,-0.278746
452,5,170.8561,201.3811,-12361.3687,0.211727,0.152405,-0.280181
452,6,194.1189,222.7237,81810.4835,-1.085534,-0.824605,0.240369
453,5,163.8569,191.2207,122206.0301,-2.275796,-1.671063,0.265724
453,6,178.3548,207.3323,-80126.7743,1.259441,0.931995,-0.259993
454,6,151.2340,193.6227,6187.4444,-0.135264,-0.082522,0.389921
459,6,151.2340,193.6227,6187.4444,-0.135264,-0.082522,0.389921
460,5,163.8569,191.2207,122206.0301,-2.275796,-1.671063,0.265724
460,6,178.3548,207.3323,-80126.7743,1.259441,0.931995,-0.259993
461,5,170.8561,201.3811,-12361.3687,0.211727,0.152405,-0.280181
461,6,194.1189,222.7237,81810.4835,-1.085534,-0.824605,0.240369
462,5,162.7111,188.0420,-86828.2166,1.639822,1.227782,-0.251271
462,6,188.4963,214.8256,-43401.6477,0.610760,0.470223,-0.230102
463,4,159.7666,195.8256,-84585.3028,1.656887,1.102875,-0.334369
463,5,173.5131,196.5100,65693.0140,-1.090999,-0.850589,0.220358
463,6,175.9483,209.8659,61050.0434,-0.986020,-0.693062,0.297112
464,4,156.6586,184.5513,42240.4862,-0.860578,-0.620104,0.279433
464,5,164.7373,192.3883,-30896.2495,0.569235,0.417367,-0.266793
464,6,187.5753,211.3421,97337.2968,-1.383241,-1.089625,0.212266
465,5,163.8569,191.2207,-30564.6186,0.569193,0.417945,-0.265724
465,6,178.3548,207.3323,133809.2545,-2.103228,-1.556403,0.259993
466,5,169.6882,198.4616,84928.3857,-1.474753,-1.078127,0.268944
466,6,181.3602,212.0570,65478.5542,-0.995372,-0.728055,0.268560
467,5,170.5155,202.4439,108678.6835,-1.868902,-1.325883,0.290555
467,6,188.9709,215.4552,51473.0560,-0.720710,-0.554417,0.230735
468,5,170.5155,202.4439,108678.6835,-1.868902,-1.325883,0.290555
468,6,188.9709,215.4552,51473.0560,-0.720710,-0.554417,0.230735
469,5,169.6882,198.4616,84928.3857,-1.474753,-1.078127,0.268944
469,6,181.3602,212.0570,65478.5542,-0.995372,-0.728055,0.268560
470,5,163.8569,191.2207,-30564.6186,0.569193,0.417945,-0.265724
470,6,178.3548,207.3323,133809.2545,-2.103228,-1.556403,0.259993
471,4,156.6586,184.5513,42240.4862,-0.860578,-0.620104,0.279433
471,5,164.7373,192.3883,-30896.2495,0.569235,0.417367,-0.266793
471,6,187.5753,211.3421,97337.2968,-1.383241,-1.089625,0.212266
472,4,159.7666,195.8256,-84585.3028,1.656887,1.102875,-0.334369
472,5,173.5131,196.5100,65693.0140,-1.090999,-0.850589,0.220358
472,6,175.9483,209.8659,61050.0434,-0.986020,-0.693062,0.297112
473,5,154.1963,181.2508,-255133.1132,5.365238,3.883085,-0.276251
473,6,154.2438,181.2716,-20994.6718,0.441229,0.319462,-0.275971
473,7,182.3716,213.2785,-286578.0699,4.308227,3.150061,-0.268827
474,5,168.3959,194.8630,-74225.9682,1.308768,0.977388,-0.253200
474,6,172.2358,197.4312,-215623.0125,3.634281,2.765882,-0.238946
474,7,187.9721,213.3861,-22534.9816,0.318890,0.247454,-0.224013
475,4,159.7666,195.8256,101895.3411,-1.995962,-1.328573,0.334369
475,5,173.5131,196.5100,26478.2588,-0.439739,-0.342839,0.220358
475,6,175.9483,209.8659,-255568.6391,4.127694,2.901308,-0.297112
476,5,170.8561,201.3811,209931.8517,-3.595734,-2.588278,0.280181
476,6,194.1189,222.7237,-42334.2726,0.561729,0.426706,-0.240369
477,5,167.1975,196.8728,323983.1205,-5.794722,-4.179469,0.278746
478,5,164.4916,190.9817,362893.3845,-6.705967,-4.974687,0.258170
479,5,164.4916,190.9817,362893.3845,-6.705967,-4.974687,0.258170
480,5,167.1975,196.8728,323983.1205,-5.794722,-4.179469,0.278746
481,5,170.8561,201.3811,209931.8517,-3.595734,-2.588278,0.280181
481,6,194.1189,222.7237,-42334.2726,0.561729,0.426706,-0.240369
482,4,159.7666,195.8256,101895.3411,-1.995962,-1.328573,0.334369
482,5,173.5131,196.5100,26478.2588,-0.439739,-0.342839,0.220358
482,6,175.9483,209.8659,-255568.6391,4.127694,2.901308,-0.297112
483,5,168.3959,194.8630,-74225.9682,1.308768,0.977388,-0.253200
483,6,172.2358,197.4312,-215623.0125,3.634281,2.765882,-0.238946
483,7,187.9721,213.3861,-22534.9816,0.318890,0.247454,-0.224013
484,5,153.4098,182.7898,2381.2803,-0.050591,-0.035635,0.295628
484,6,154.2668,181.2816,2126.3432,-0.044674,-0.032352,0.275835
484,7,154.2668,181.2816,1838.7652,-0.038632,-0.027976,0.275835
485,5,167.9085,195.6847,4626.5986,-0.082051,-0.060411,0.263740
485,6,169.3118,194.8184,-1180.8216,0.020596,0.015556,-0.244709
485,7,199.3402,228.9872,2192.2949,-0.027585,-0.020905,0.242178
486,5,178.5162,207.7436,523.7122,-0.008217,-0.006067,0.261586
493,5,178.5162,207.7436,523.7122,-0.008217,-0.006067,0.261586
494,5,167.9085,195.6847,4626.5986,-0.082051,-0.060411,0.263740
494,6,169.3118,194.8184,-1180.8216,0.020596,0.015556,-0.244709
494,7,199.3402,228.9872,2192.2949,-0.027585,-0.020905,0.242178
495,5,167.9085,195.6847,182026.5486,-3.228193,-2.376791,0.263740
495,6,169.3118,194.8184,15589.4865,-0.271911,-0.205372,0.244709
495,7,199.3402,228.9872,107400.4957,-1.351408,-1.024128,0.242178
496,4,160.8842,190.6590,37346.4958,-0.721428,-0.513695,0.287948
496,5,162.2677,187.9766,60477.0688,-1.148409,-0.855762,0.254828
496,6,186.8165,216.4994,112858.5332,-1.616866,-1.203902,0.255410
497,4,170.5950,202.1966,-58437.9624,1.003997,0.714690,-0.288156
497,5,172.8668,195.9237,-60102.1882,1.005627,0.782864,-0.221516
497,6,189.2145,215.7782,169356.7530,-2.365178,-1.818684,0.231058
498,5,167.1975,196.8728,-166024.6209,2.969496,2.141762,-0.278746
499,5,162.6052,188.0264,-269285.0104,5.092292,3.808419,-0.252121
500,5,159.5413,196.8466,-326241.9040,6.408607,4.209726,-0.343114
501,5,159.5413,196.8466,-326241.9040,6.408607,4.209726,-0.343114
502,5,162.6052,188.0264,-269285.0104,5.092292,3.808419,-0.252121
503,5,167.1975,196.8728,-166024.6209,2.969496,2.141762,-0.278746
504,4,170.5950,202.1966,-58437.9624,1.003997,0.714690,-0.288156
504,5,172.8668,195.9237,-60102.1882,1.005627,0.782864,-0.221516
504,6,189.2145,215.7782,169356.7530,-2.365178,-1.818684,0.231058
505,4,160.8842,190.6590,37346.4958,-0.721428,-0.513695,0.287948
505,5,162.2677,187.9766,60477.0688,-1.148409,-0.855762,0.254828
505,6,186.8165,216.4994,112858.5332,-1.616866,-1.203902,0.255410
506,5,178.5162,207.7436,120784.1983,-1.895069,-1.399345,0.261586
507,4,170.5950,202.1966,13421.0355,-0.230581,-0.164138,0.288156
507,5,172.8668,195.9237,130579.4692,-2.184849,-1.700870,0.221516
507,6,189.2145,215.7782,-115418.1643,1.611890,1.239450,-0.231058
508,4,164.2038,193.8608,-3249.0127,0.060250,0.043226,-0.282559
508,5,183.5961,220.7867,110544.3836,-1.639759,-1.133864,0.308518
508,6,184.3068,225.2220,-120500.3271,1.773682,1.187782,-0.330330
509,5,169.6882,198.4616,76886.7545,-1.335113,-0.976043,0.268944
509,6,181.3602,212.0570,-110674.2936,1.682414,1.230585,-0.268560
510,5,177.0942,208.4334,40983.4536,-0.653386,-0.471676,0.278105
510,6,180.2874,210.7611,-116173.0421,1.787083,1.307659,-0.268272
511,5,177.6582,207.7214,-54441.3280,0.862439,0.630865,-0.268511
511,6,185.7286,222.1910,-27101.7428,0.392835,0.274482,-0.301278
512,5,177.6582,207.7214,-54441.3280,0.862439,0.630865,-0.268511
512,6,185.7286,222.1910,-27101.7428,0.392835,0.274482,-0.301278
513,5,177.0942,208.4334,40983.4536,-0.653386,-0.471676,0.278105
513,6,180.2874,210.7611,-116173.0421,1.787083,1.307659,-0.268272
514,5,169.6882,198.4616,76886.7545,-1.335113,-0.976043,0.268944
514,6,181.3602,212.0570,-110674.2936,1.682414,1.230585,-0.268560
515,4,164.2038,193.8608,-3249.0127,0.060250,0.043226,-0.282559
515,5,183.5961,220.7867,110544.3836,-1.639759,-1.133864,0.308518
515,6,184.3068,225.2220,-120500.3271,1.773682,1.187782,-0.330330
516,4,170.5950,202.1966,13421.0355,-0.230581,-0.164138,0.288156
516,5,172.8668,195.9237,130579.4692,-2.184849,-1.700870,0.221516
516,6,189.2145,215.7782,-115418.1643,1.611890,1.239450,-0.231058
518,5,167.1975,196.8728,55718.5843,-0.996576,-0.718785,0.278746
519,5,169.6882,198.4616,-67050.9384,1.164317,0.851181,-0.268944
519,6,181.3602,212.0570,72564.6785,-1.103091,-0.806845,0.268560
526,5,169.6882,198.4616,-67050.9384,1.164317,0.851181,-0.268944
526,6,181.3602,212.0570,72564.6785,-1.103091,-0.806845,0.268560
527,5,167.1975,196.8728,55718.5843,-0.996576,-0.718785,0.278746
529,5,162.6052,188.0264,68203.7993,-1.289762,-0.964586,0.252121
530,5,177.0942,208.4334,-105268.9357,1.678269,1.211534,-0.278105
530,6,180.2874,210.7611,107498.4274,-1.653642,-1.210016,0.268272
537,5,177.0942,208.4334,-105268.9357,1.678269,1.211534,-0.278105
537,6,180.2874,210.7611,107498.4274,-1.653642,-1.210016,0.268272
538,5,162.6052,188.0264,68203.7993,-1.289762,-0.964586,0.252121
540,5,159.5413,196.8466,31320.9062,-0.615259,-0.404155,0.343114
541,5,177.6582,207.7214,-9749.7048,0.154451,0.112979,-0.268511
541,6,185.7286,222.1910,9377.3935,-0.135923,-0.094973,0.301278
548,5,177.6582,207.7214,-9749.7048,0.154451,0.112979,-0.268511
548,6,185.7286,222.1910,9377.3935,-0.135923,-0.094973,0.301278
549,5,159.5413,196.8466,31320.9062,-0.615259,-0.404155,0.343114
551,5,159.5413,196.8466,-33350.3808,0.655126,0.430343,-0.343114
552,5,177.6582,207.7214,15862.9222,-0.251294,-0.183819,0.268511
552,6,185.7286,222.1910,-7027.1660,0.101857,0.071170,-0.301278
559,5,177.6582,207.7214,15862.9222,-0.251294,-0.183819,0.268511
559,6,185.7286,222.1910,-7027.1660,0.101857,0.071170,-0.301278
560,5,159.5413,196.8466,-33350.3808,0.655126,0.430343,-0.343114
562,5,162.6052,188.0264,-69613.4500,1.316419,0.984523,-0.252121
563,5,177.0942,208.4334,111949.8064,-1.784780,-1.288423,0.278105
563,6,180.2874,210.7611,-104485.2789,1.607291,1.176100,-0.268272
570,5,177.0942,208.4334,111949.8064,-1.784780,-1.288423,0.278105
570,6,180.2874,210.7611,-104485.2789,1.607291,1.176100,-0.268272
571,5,162.6052,188.0264,-69613.4500,1.316419,0.984523,-0.252121
573,5,167.1975,196.8728,-57242.8811,1.023839,0.738449,-0.278746
574,5,169.6882,198.4616,73959.2823,-1.284278,-0.938880,0.268944
574,6,181.3602,212.0570,-69538.1411,1.057083,0.773193,-0.268560
581,5,169.6882,198.4616,73959.2823,-1.284278,-0.938880,0.268944
581,6,181.3602,212.0570,-69538.1411,1.057083,0.773193,-0.268560
582,5,167.1975,196.8728,-57242.8811,1.023839,0.738449,-0.278746
583,5,178.5162,207.7436,-110714.9605,1.737085,1.282688,-0.261586
584,4,170.5950,202.1966,-13696.2551,0.235309,0.167504,-0.288156
584,5,172.8668,195.9237,-124068.7069,2.075911,1.616064,-0.221516
584,6,189.2145,215.7782,120611.2241,-1.684415,-1.295217,0.231058
585,4,164.2038,193.8608,11685.4761,-0.216696,-0.155466,0.282559
585,5,183.5961,220.7867,-106531.6428,1.580236,1.092705,-0.308518
585,6,184.3068,225.2220,126965.0393,-1.868838,-1.251505,0.330330
586,5,169.6882,198.4616,-69695.2017,1.210234,0.884749,-0.268944
586,6,181.3602,212.0570,116730.7866,-1.774482,-1.297927,0.268560
587,5,177.0942,208.4334,-32263.7318,0.514370,0.371321,-0.278105
587,6,180.2874,210.7611,119082.0492,-1.831833,-1.340403,0.268272
588,5,177.6582,207.7214,59955.7502,-0.949796,-0.694766,0.268511
588,6,185.7286,222.1910,31218.8518,-0.452511,-0.316180,0.301278
589,5,177.6582,207.7214,59955.7502,-0.949796,-0.694766,0.268511
589,6,185.7286,222.1910,31218.8518,-0.452511,-0.316180,0.301278
590,5,177.0942,208.4334,-32263.7318,0.514370,0.371321,-0.278105
590,6,180.2874,210.7611,119082.0492,-1.831833,-1.340403,0.268272
591,5,169.6882,198.4616,-69695.2017,1.210234,0.884749,-0.268944
591,6,181.3602,212.0570,116730.7866,-1.774482,-1.297927,0.268560
592,4,164.2038,193.8608,11685.4761,-0.216696,-0.155466,0.282559
592,5,183.5961,220.7867,-106531.6428,1.580236,1.092705,-0.308518
592,6,184.3068,225.2220,126965.0393,-1.868838,-1.251505,0.330330
593,4,170.5950,202.1966,-13696.2551,0.235309,0.167504,-0.288156
593,5,172.8668,195.9237,-124068.7069,2.075911,1.616064,-0.221516
593,6,189.2145,215.7782,120611.2241,-1.684415,-1.295217,0.231058
594,5,167.9085,195.6847,-180456.6390,3.200351,2.356292,-0.263740
594,6,169.3118,194.8184,-10772.5969,0.187895,0.141916,-0.244709
594,7,199.3402,228.9872,-104112.2529,1.310033,0.992772,-0.242178
595,4,160.8842,190.6590,-39696.8673,0.766831,0.546024,-0.287948
595,5,162.2677,187.9766,-59590.2180,1.131568,0.843213,-0.254828
595,6,186.8165,216.4994,-114005.1238,1.633293,1.216133,-0.255410
596,4,170.5950,202.1966,56815.7000,-0.976126,-0.694850,0.288156
596,5,172.8668,195.9237,55283.8117,-0.925006,-0.720102,0.221516
596,6,189.2145,215.7782,-163821.3721,2.287873,1.759241,-0.231058
597,5,167.1975,196.8728,158441.5989,-2.833867,-2.043939,0.278746
598,5,162.6052,188.0264,262696.4870,-4.967700,-3.715240,0.252121
599,5,159.5413,196.8466,320094.9869,-6.287858,-4.130408,0.343114
600,5,159.5413,196.8466,320094.9869,-6.287858,-4.130408,0.343114
601,5,162.6052,188.0264,262696.4870,-4.967700,-3.715240,0.252121
602,5,167.1975,196.8728,158441.5989,-2.833867,-2.043939,0.278746
603,4,170.5950,202.1966,56815.7000,-0.976126,-0.694850,0.288156
603,5,172.8668,195.9237,55283.8117,-0.925006,-0.720102,0.221516
603,6,189.2145,215.7782,-163821.3721,2.287873,1.759241,-0.231058
604,4,160.8842,190.6590,-39696.8673,0.766831,0.546024,-0.287948
604,5,162.2677,187.9766,-59590.2180,1.131568,0.843213,-0.254828
604,6,186.8165,216.4994,-114005.1238,1.633293,1.216133,-0.255410
605,5,161.3193,188.5989,2373.6596,-0.045605,-0.033366,0.268365
605,6,161.3193,188.5989,2194.2305,-0.042158,-0.030844,0.268365
605,7,162.6092,188.0269,2432.5955,-0.045999,-0.034403,0.252089
606,5,173.2883,194.9074,1477.9672,-0.024609,-0.019453,0.209537
606,6,176.8875,208.6933,2555.2612,-0.040833,-0.029335,0.281582
607,5,191.0866,218.9916,2612.2918,-0.035771,-0.027236,0.238613
614,5,191.0866,218.9916,2612.2918,-0.035771,-0.027236,0.238613
615,5,173.2883,194.9074,1477.9672,-0.024609,-0.019453,0.209537
615,6,176.8875,208.6933,2555.2612,-0.040833,-0.029335,0.281582
616,5,173.2883,194.9074,64691.2926,-1.077153,-0.851450,0.209537
616,6,176.8875,208.6933,6470.8299,-0.103404,-0.074287,0.281582
617,4,154.2329,181.2668,3704.1379,-0.077858,-0.056366,0.276035
617,5,168.9289,193.9578,28487.4659,-0.499132,-0.378625,0.241434
617,6,192.4086,224.9646,33367.8924,-0.450661,-0.329663,0.268489
618,4,167.5839,196.2287,-20172.6669,0.359144,0.261944,-0.270644
618,5,181.6083,212.3566,-33161.1312,0.502722,0.367678,-0.268626
618,6,192.2522,224.1652,61051.6085,-0.825894,-0.607478,0.264460
619,5,164.4916,190.9817,-63705.1425,1.177218,0.873295,-0.258170
620,5,159.5413,196.8466,-108141.5390,2.124303,1.395425,-0.343114
621,5,156.1660,183.7616,-136865.1405,2.806013,2.026532,-0.277790
622,5,156.1660,183.7616,-136865.1405,2.806013,2.026532,-0.277790
623,5,159.5413,196.8466,-108141.5390,2.124303,1.395425,-0.343114
624,5,164.4916,190.9817,-63705.1425,1.177218,0.873295,-0.258170
625,4,167.5839,196.2287,-20172.6669,0.359144,0.261944,-0.270644
625,5,181.6083,212.3566,-33161.1312,0.502722,0.367678,-0.268626
625,6,192.2522,224.1652,61051.6085,-0.825894,-0.607478,0.264460
626,4,154.2329,181.2668,3704.1379,-0.077858,-0.056366,0.276035
626,5,168.9289,193.9578,28487.4659,-0.499132,-0.378625,0.241434
626,6,192.4086,224.9646,33367.8924,-0.450661,-0.329663,0.268489
627,5,191.0866,218.9916,91960.3944,-1.259246,-0.958773,0.238613
628,4,167.5839,196.2287,12645.7714,-0.225139,-0.164207,0.270644
628,5,181.6083,212.3566,84538.3753,-1.281601,-0.937330,0.268626
628,6,192.2522,224.1652,-59143.3187,0.800079,0.588490,-0.264460
629,4,169.1772,193.5338,4894.6361,-0.085508,-0.065340,0.235865
629,5,183.8927,222.6467,-13296.2914,0.196595,0.134112,-0.317824
629,6,197.0307,224.4329,24654.9664,-0.317546,-0.244738,0.229283
630,5,170.5155,202.4439,16031.1950,-0.275682,-0.195581,0.290555
630,6,188.9709,215.4552,-22230.5658,0.311265,0.239446,-0.230735
631,5,177.6582,207.7214,3925.0880,-0.062180,-0.045484,0.268511
631,6,185.7286,222.1910,-26509.6695,0.384253,0.268486,-0.301278
632,5,183.6363,221.0395,-47315.1244,0.701541,0.484206,-0.309797
632,6,183.8410,222.3234,23055.5308,-0.341083,-0.233225,0.316223
633,5,183.6363,221.0395,-47315.1244,0.701541,0.484206,-0.309797
633,6,183.8410,222.3234,23055.5308,-0.341083,-0.233225,0.316223
634,5,177.6582,207.7214,3925.0880,-0.062180,-0.045484,0.268511
634,6,185.7286,222.1910,-26509.6695,0.384253,0.268486,-0.301278
635,5,170.5155,202.4439,16031.1950,-0.275682,-0.195581,0.290555
635,6,188.9709,215.4552,-22230.5658,0.311265,0.239446,-0.230735
636,4,169.1772,193.5338,4894.6361,-0.085508,-0.065340,0.235865
636,5,183.8927,222.6467,-13296.2914,0.196595,0.134112,-0.317824
636,6,197.0307,224.4329,24654.9664,-0.317546,-0.244738,0.229283
637,4,167.5839,196.2287,12645.7714,-0.225139,-0.164207,0.270644
637,5,181.6083,212.3566,84538.3753,-1.281601,-0.937330,0.268626
637,6,192.2522,224.1652,-59143.3187,0.800079,0.588490,-0.264460
639,5,164.4916,190.9817,31406.6884,-0.580369,-0.430535,0.258170
640,5,170.5155,202.4439,-11376.5388,0.195638,0.138794,-0.290555
640,6,188.9709,215.4552,14827.4988,-0.207610,-0.159707,0.230735
647,5,170.5155,202.4439,-11376.5388,0.195638,0.138794,-0.290555
647,6,188.9709,215.4552,14827.4988,-0.207610,-0.159707,0.230735
648,5,164.4916,190.9817,31406.6884,-0.580369,-0.430535,0.258170
650,5,159.5413,196.8466,31320.9062,-0.615259,-0.404155,0.343114
651,5,177.6582,207.7214,-9749.7048,0.154451,0.112979,-0.268511
651,6,185.7286,222.1910,9377.3935,-0.135923,-0.094973,0.301278
658,5,177.6582,207.7214,-9749.7048,0.154451,0.112979,-0.268511
658,6,185.7286,222.1910,9377.3935,-0.135923,-0.094973,0.301278
659,5,159.5413,196.8466,31320.9062,-0.615259,-0.404155,0.343114
661,5,156.1660,183.7616,12490.9454,-0.256090,-0.184951,0.277790
